1000	0.000027
1100	0.000029
1200	0.000031
1300	0.000033
1400	0.000035
1500	0.000017
1600	0.000018
1700	0.000019
1800	0.000020
1900	0.000021
2000	0.000022
2100	0.000022
2200	0.000024
2300	0.000027
2400	0.000026
2500	0.000027
2600	0.000028
2700	0.000027
2800	0.000028
2900	0.000029
3000	0.000032
3100	0.000032
3200	0.000031
3300	0.000035
3400	0.000036
3500	0.000037
3600	0.000049
3700	0.000047
3800	0.000039
3900	0.000039
4000	0.000039
4100	0.000042
4200	0.000042
4300	0.000042
4400	0.000044
4500	0.000045
4600	0.000048
4700	0.000047
4800	0.000047
4900	0.000049
5000	0.000051
5100	0.000051
5200	0.000052
5300	0.000053
5400	0.000048
5500	0.000047
5600	0.000045
5700	0.000045
5800	0.000048
5900	0.000045
6000	0.000049
6100	0.000050
6200	0.000053
6300	0.000055
6400	0.000051
6500	0.000053
6600	0.000064
6700	0.000067
6800	0.000066
6900	0.000069
7000	0.000057
7100	0.000056
7200	0.000057
7300	0.000056
7400	0.000056
7500	0.000058
7600	0.000063
7700	0.000067
7800	0.000065
7900	0.000080
8000	0.000077
8100	0.000078
8200	0.000083
8300	0.000084
8400	0.000102
8500	0.000103
8600	0.000080
8700	0.000068
8800	0.000069
8900	0.000074
9000	0.000088
9100	0.000088
9200	0.000073
9300	0.000087
9400	0.000081
9500	0.000083
9600	0.000078
9700	0.000079
9800	0.000081
9900	0.000080
10000	0.000079
10100	0.000088
10200	0.000121
10300	0.000101
10400	0.000104
10500	0.000100
10600	0.000103
10700	0.000097
10800	0.000082
10900	0.000083
11000	0.000088
11100	0.000098
11200	0.000104
11300	0.000112
11400	0.000109
11500	0.000110
11600	0.000112
11700	0.000113
11800	0.000114
11900	0.000123
12000	0.000146
12100	0.000127
12200	0.000124
12300	0.000130
12400	0.000103
12500	0.000098
12600	0.000102
12700	0.000104
12800	0.000102
12900	0.000096
13000	0.000100
13100	0.000099
13200	0.000104
13300	0.000111
13400	0.000108
13500	0.000104
13600	0.000104
13700	0.000114
13800	0.000110
13900	0.000107
14000	0.000109
14100	0.000119
14200	0.000111
14300	0.000109
14400	0.000114
14500	0.000123
14600	0.000112
14700	0.000111
14800	0.000112
14900	0.000125
15000	0.000117
15100	0.000118
15200	0.000124
15300	0.000182
15400	0.000155
15500	0.000148
15600	0.000150
15700	0.000132
15800	0.000120
15900	0.000122
16000	0.000119
16100	0.000124
16200	0.000135
16300	0.000162
16400	0.000161
16500	0.000159
16600	0.000151
16700	0.000128
16800	0.000128
16900	0.000135
17000	0.000141
17100	0.000131
17200	0.000138
17300	0.000250
17400	0.000207
17500	0.000204
17600	0.000163
17700	0.000136
17800	0.000148
17900	0.000139
18000	0.000137
18100	0.000141
18200	0.000145
18300	0.000138
18400	0.000140
18500	0.000160
18600	0.000147
18700	0.000141
18800	0.000154
18900	0.000145
19000	0.000142
19100	0.000157
19200	0.000290
19300	0.000207
19400	0.000185
19500	0.000180
19600	0.000155
19700	0.000151
19800	0.000170
19900	0.000167
20000	0.000153
20100	0.000156
20200	0.000162
20300	0.000153
20400	0.000157
20500	0.000163
20600	0.000290
20700	0.000245
20800	0.000224
20900	0.000163
21000	0.000159
21100	0.000174
21200	0.000164
21300	0.000165
21400	0.000176
21500	0.000165
21600	0.000177
21700	0.000169
21800	0.000171
21900	0.000182
22000	0.000173
22100	0.000177
22200	0.000181
22300	0.000174
22400	0.000186
22500	0.000171
22600	0.000178
22700	0.000182
22800	0.000173
22900	0.000190
23000	0.000173
23100	0.000186
23200	0.000183
23300	0.000185
23400	0.000190
23500	0.000182
23600	0.000196
23700	0.000180
23800	0.000199
23900	0.000291
24000	0.000269
24100	0.000198
24200	0.000189
24300	0.000194
24400	0.000212
24500	0.000184
24600	0.000199
24700	0.000192
24800	0.000200
24900	0.000193
25000	0.000203
